City,Severity_Level,Accident_Count,Severity_Ratio_Percent
FORKSVILLE,2,9,100.0
FORMAN,2,1,100.0
FORMOSO,2,2,100.0
FORNEY,2,185,88.1
FORNEY,3,12,5.71
FORNEY,4,13,6.19
FORREST CITY,2,65,79.27
FORREST CITY,3,4,4.88
FORREST CITY,4,13,15.85
FORRESTON,2,2,25.0
FORRESTON,3,1,12.5
FORRESTON,4,5,62.5
FORSYTH,2,292,77.87
FORSYTH,3,46,12.27
FORSYTH,4,37,9.87
FORT A P HILL,2,2,100.0
FORT ANN,1,3,3.57
FORT ANN,2,59,70.24
FORT ANN,3,1,1.19
FORT ANN,4,21,25.0
FORT ATKINSON,2,1,10.0
FORT ATKINSON,4,9,90.0
FORT BELVOIR,2,58,93.55
FORT BELVOIR,3,4,6.45
FORT BENNING,2,6,46.15
FORT BENNING,3,1,7.69
FORT BENNING,4,6,46.15
FORT BENTON,2,24,96.0
FORT BENTON,3,1,4.0
FORT BIDWELL,2,2,100.0
FORT BLACKMORE,4,2,100.0
FORT BLISS,1,9,16.36
FORT BLISS,2,41,74.55
FORT BLISS,3,4,7.27
FORT BLISS,4,1,1.82
FORT BRAGG,2,343,99.13
FORT BRAGG,3,1,0.29
FORT BRAGG,4,2,0.58
FORT BRANCH,2,5,62.5
FORT BRANCH,4,3,37.5
FORT BRIDGER,2,25,78.13
FORT BRIDGER,3,1,3.13
FORT BRIDGER,4,6,18.75
FORT CALHOUN,2,3,50.0
FORT CALHOUN,4,3,50.0
FORT CAMPBELL,2,4,80.0
FORT CAMPBELL,4,1,20.0
FORT COLLINS,1,4,1.59
FORT COLLINS,2,122,48.41
FORT COLLINS,3,108,42.86
FORT COLLINS,4,18,7.14
FORT DAVIS,4,1,100.0
FORT DEFIANCE,2,30,73.17
FORT DEFIANCE,4,11,26.83
FORT DENAUD,2,13,92.86
FORT DENAUD,3,1,7.14
FORT DEPOSIT,2,16,84.21
FORT DEPOSIT,3,3,15.79
FORT DODGE,2,6,66.67
FORT DODGE,4,3,33.33
FORT DRUM,2,2,50.0
FORT DRUM,4,2,50.0
FORT DUCHESNE,2,34,94.44
FORT DUCHESNE,4,2,5.56
FORT EDWARD,2,64,81.01
FORT EDWARD,4,15,18.99
FORT EUSTIS,2,1,100.0
FORT GARLAND,2,10,52.63
FORT GARLAND,3,4,21.05
FORT GARLAND,4,5,26.32
FORT GAY,2,1,100.0
FORT GEORGE G MEADE,2,43,71.67
FORT GEORGE G MEADE,3,2,3.33
FORT GEORGE G MEADE,4,15,25.0
FORT GRATIOT,2,18,85.71
FORT GRATIOT,3,2,9.52
FORT GRATIOT,4,1,4.76
FORT HANCOCK,2,6,100.0
FORT HARRISON,2,4,100.0
FORT HILL,2,5,100.0
FORT IRWIN,2,4,80.0
FORT IRWIN,3,1,20.0
FORT JENNINGS,4,3,100.0
FORT JOHNSON,3,4,100.0
FORT JONES,2,61,95.31
FORT JONES,3,1,1.56
FORT JONES,4,2,3.13
FORT KLAMATH,2,22,100.0
FORT KNOX,4,1,100.0
FORT LAUDERDALE,1,57,0.55
FORT LAUDERDALE,2,8800,85.07
FORT LAUDERDALE,3,1050,10.15
FORT LAUDERDALE,4,437,4.22
FORT LAWN,2,65,97.01
FORT LAWN,4,2,2.99
FORT LEE,2,2109,90.48
FORT LEE,3,169,7.25
FORT LEE,4,53,2.27
FORT LITTLETON,2,13,59.09
FORT LITTLETON,3,1,4.55
FORT LITTLETON,4,8,36.36
FORT LOUDON,2,1,12.5
FORT LOUDON,4,7,87.5
FORT LUPTON,1,2,3.64
FORT LUPTON,2,12,21.82
FORT LUPTON,3,10,18.18
FORT LUPTON,4,31,56.36
FORT MADISON,2,6,75.0
FORT MADISON,3,2,25.0
FORT MC COY,2,104,100.0
FORT MCDOWELL,2,79,68.7
FORT MCDOWELL,3,2,1.74
FORT MCDOWELL,4,34,29.57
FORT MEADE,2,7,77.78
FORT MEADE,4,2,22.22
FORT MILL,1,1,0.06
FORT MILL,2,1606,96.23
FORT MILL,3,47,2.82
FORT MILL,4,15,0.9
FORT MITCHELL,2,8,57.14
FORT MITCHELL,4,6,42.86
FORT MOHAVE,2,30,62.5
FORT MOHAVE,3,3,6.25
FORT MOHAVE,4,15,31.25
FORT MONMOUTH,2,1,100.0
FORT MONROE,2,133,82.61
FORT MONROE,3,2,1.24
FORT MONROE,4,26,16.15
FORT MONTGOMERY,1,5,2.96
FORT MONTGOMERY,2,159,94.08
FORT MONTGOMERY,3,1,0.59
FORT MONTGOMERY,4,4,2.37
FORT MORGAN,2,29,49.15
FORT MORGAN,3,7,11.86
FORT MORGAN,4,23,38.98
FORT MYER,2,41,97.62
FORT MYER,4,1,2.38
FORT MYERS,1,1,0.01
FORT MYERS,2,6745,96.76
FORT MYERS,3,97,1.39
FORT MYERS,4,128,1.84
FORT MYERS BEACH,2,129,96.27
FORT MYERS BEACH,4,5,3.73
FORT OGLETHORPE,2,3,100.0
FORT PAYNE,2,16,76.19
FORT PAYNE,4,5,23.81
FORT PECK,2,3,100.0
FORT PIERCE,1,4,0.52
FORT PIERCE,2,691,89.62
FORT PIERCE,3,26,3.37
FORT PIERCE,4,50,6.49
FORT PLAIN,2,64,92.75
FORT PLAIN,4,5,7.25
FORT RICE,2,3,100.0
FORT RIPLEY,2,53,94.64
FORT RIPLEY,3,3,5.36
FORT RIPLEY CITY,2,1,100.0
FORT ROCK,2,30,100.0
FORT RUCKER,2,2,50.0
FORT RUCKER,4,2,50.0
FORT SCOTT,2,3,50.0
FORT SCOTT,4,3,50.0
FORT SHAW,2,17,100.0
FORT SILL,2,2,100.0
FORT SMITH,2,73,90.12
FORT SMITH,3,1,1.23
FORT SMITH,4,7,8.64
FORT STEWART,2,6,60.0
FORT STEWART,4,4,40.0
FORT STOCKTON,2,5,45.45
FORT STOCKTON,3,4,36.36
FORT STOCKTON,4,2,18.18
FORT SUMNER,2,1,50.0
FORT SUMNER,4,1,50.0
FORT THOMAS,2,8,44.44
FORT THOMAS,3,3,16.67
FORT THOMAS,4,7,38.89
FORT TOWSON,4,1,100.0
FORT VALLEY,2,45,43.27
FORT VALLEY,3,14,13.46
FORT VALLEY,4,45,43.27
FORT WALTON BEACH,2,794,98.76
FORT WALTON BEACH,3,4,0.5
FORT WALTON BEACH,4,6,0.75
FORT WASHINGTON,1,3,0.28
FORT WASHINGTON,2,997,93.0
FORT WASHINGTON,3,35,3.26
FORT WASHINGTON,4,37,3.45
FORT WAYNE,1,4,1.27
FORT WAYNE,2,228,72.15
FORT WAYNE,3,28,8.86
FORT WAYNE,4,56,17.72
FORT WHITE,2,71,98.61
FORT WHITE,4,1,1.39
FORT WORTH,2,5601,79.68
FORT WORTH,3,1206,17.16
FORT WORTH,4,222,3.16
FORT YATES,2,5,100.0
FORTINE,2,3,100.0
FORTSON,2,22,75.86
FORTSON,3,1,3.45
FORTSON,4,6,20.69
FORTUNA,2,176,99.44
FORTUNA,4,1,0.56
FORTVILLE,4,3,100.0
FOSSIL,2,81,93.1
FOSSIL,3,2,2.3
FOSSIL,4,4,4.6
FOSSTON,2,27,100.0
FOSTER,2,115,83.33
FOSTER,3,11,7.97
FOSTER,4,12,8.7
FOSTER CITY,2,20,86.96
FOSTER CITY,4,3,13.04
FOSTERS,2,78,91.76
FOSTERS,3,4,4.71
FOSTERS,4,3,3.53
FOSTORIA,4,7,100.0
FOUKE,2,9,100.0
FOUNTAIN,1,3,0.87
FOUNTAIN,2,240,69.36
FOUNTAIN,3,81,23.41
FOUNTAIN,4,22,6.36
FOUNTAIN CITY,2,5,45.45
FOUNTAIN CITY,4,6,54.55
FOUNTAIN GREEN,2,7,100.0
FOUNTAIN HILL,2,4,57.14
FOUNTAIN HILL,3,2,28.57
FOUNTAIN HILL,4,1,14.29
FOUNTAIN HILLS,2,1,100.0
FOUNTAIN INN,2,305,93.27
FOUNTAIN INN,3,1,0.31
FOUNTAIN INN,4,21,6.42
FOUNTAIN VALLEY,2,1216,95.6
FOUNTAIN VALLEY,3,42,3.3
FOUNTAIN VALLEY,4,14,1.1
FOUR OAKS,2,81,84.38
FOUR OAKS,3,2,2.08
FOUR OAKS,4,13,13.54
FOURMILE,4,1,100.0
FOWLER,1,10,1.89
FOWLER,2,477,90.0
FOWLER,3,16,3.02
FOWLER,4,27,5.09
FOWLERTON,4,2,100.0
FOWLERVILLE,2,42,79.25
FOWLERVILLE,4,11,20.75
FOX LAKE,2,62,59.05
FOX LAKE,3,32,30.48
FOX LAKE,4,11,10.48
FOX RIVER GROVE,2,2,66.67
FOX RIVER GROVE,3,1,33.33
FOXBORO,1,1,1.28
FOXBORO,2,59,75.64
FOXBORO,3,17,21.79
FOXBORO,4,1,1.28
FOXBURG,4,2,100.0
FRACKVILLE,2,18,75.0
FRACKVILLE,4,6,25.0
FRAMETOWN,2,18,94.74
FRAMETOWN,4,1,5.26
FRAMINGHAM,2,44,54.32
FRAMINGHAM,3,34,41.98
FRAMINGHAM,4,3,3.7
FRANCESVILLE,2,4,57.14
FRANCESVILLE,4,3,42.86
FRANCONIA,2,10,76.92
FRANCONIA,3,1,7.69
FRANCONIA,4,2,15.38
FRANKENMUTH,2,2,20.0
FRANKENMUTH,4,8,80.0
FRANKFORD,2,6,37.5
FRANKFORD,4,10,62.5
FRANKFORT,2,123,66.13
FRANKFORT,3,15,8.06
FRANKFORT,4,48,25.81
FRANKLIN,1,5,0.75
FRANKLIN,2,457,68.11
FRANKLIN,3,43,6.41
FRANKLIN,4,166,24.74
FRANKLIN GROVE,2,2,40.0
FRANKLIN GROVE,3,3,60.0
FRANKLIN LAKES,2,20,83.33
FRANKLIN LAKES,3,1,4.17
FRANKLIN LAKES,4,3,12.5
FRANKLIN PARK,1,1,0.71
FRANKLIN PARK,2,96,68.57
FRANKLIN PARK,3,40,28.57
FRANKLIN PARK,4,3,2.14
FRANKLIN SQUARE,2,13,72.22
FRANKLIN SQUARE,3,3,16.67
FRANKLIN SQUARE,4,2,11.11
FRANKLINTON,1,1,4.17
FRANKLINTON,2,17,70.83
FRANKLINTON,4,6,25.0
FRANKLINVILLE,2,18,54.55
FRANKLINVILLE,3,3,9.09
FRANKLINVILLE,4,12,36.36
FRANKSVILLE,2,15,50.0
FRANKSVILLE,3,9,30.0
FRANKSVILLE,4,6,20.0
FRANKTOWN,2,13,40.63
FRANKTOWN,3,2,6.25
FRANKTOWN,4,17,53.13
FRASER,3,1,14.29
FRASER,4,6,85.71
FRAZEE,2,76,100.0
FRAZER,2,15,100.0
FRAZEYSBURG,4,2,100.0
FRAZIER PARK,2,178,100.0
FRAZIERS BOTTOM,2,32,61.54
FRAZIERS BOTTOM,3,5,9.62
FRAZIERS BOTTOM,4,15,28.85
FREDERIC,2,5,83.33
FREDERIC,4,1,16.67
FREDERICA,1,1,2.0
FREDERICA,2,39,78.0
FREDERICA,3,2,4.0
FREDERICA,4,8,16.0
FREDERICK,1,8,0.23
FREDERICK,2,3022,85.44
FREDERICK,3,165,4.66
FREDERICK,4,342,9.67
FREDERICKSBURG,1,2,0.06
FREDERICKSBURG,2,3112,91.31
FREDERICKSBURG,3,103,3.02
FREDERICKSBURG,4,191,5.6
FREDERICKTOWN,2,1,50.0
FREDERICKTOWN,4,1,50.0
FREDON TOWNSHIP,4,1,100.0
FREDONIA,2,50,69.44
FREDONIA,3,1,1.39
FREDONIA,4,21,29.17
FREE SOIL,2,1,25.0
FREE SOIL,4,3,75.0
FREE UNION,4,1,100.0
FREEBURG,2,10,83.33
FREEBURG,4,2,16.67
FREEDOM,2,64,87.67
FREEDOM,3,2,2.74
FREEDOM,4,7,9.59
FREEHOLD,2,92,68.15
FREEHOLD,3,8,5.93
FREEHOLD,4,35,25.93
FREELAND,2,4,44.44
FREELAND,3,1,11.11
FREELAND,4,4,44.44
FREEMAN,2,20,76.92
FREEMAN,4,6,23.08
FREEPORT,2,364,87.5
FREEPORT,3,24,5.77
FREEPORT,4,28,6.73
FREETOWN,2,1,100.0
FREEVILLE,2,8,42.11
FREEVILLE,4,11,57.89
FREMONT,1,107,2.73
FREMONT,2,3543,90.29
FREMONT,3,152,3.87
FREMONT,4,122,3.11
FRENCH CAMP,2,580,97.64
FRENCH CAMP,3,11,1.85
FRENCH CAMP,4,3,0.51
FRENCH GULCH,2,113,95.76
FRENCH GULCH,3,5,4.24
FRENCH LICK,4,4,100.0
FRENCH SETTLEMENT,2,2,66.67
FRENCH SETTLEMENT,4,1,33.33
FRENCHBURG,2,1,100.0
FRENCHGLEN,2,8,100.0
FRENCHTOWN,2,40,93.02
FRENCHTOWN,4,3,6.98
FRENCHVILLE,2,3,100.0
FRESH MEADOWS,2,424,86.18
FRESH MEADOWS,3,55,11.18
FRESH MEADOWS,4,13,2.64
FRESNO,1,149,1.65
FRESNO,2,8726,96.69
FRESNO,3,85,0.94
FRESNO,4,65,0.72
FREWSBURG,4,2,100.0
FRIANT,1,2,1.11
FRIANT,2,177,98.33
FRIANT,3,1,0.56
FRIEDENS,2,29,93.55
FRIEDENS,4,2,6.45
FRIENDSHIP,4,7,100.0
FRIENDSVILLE,2,38,70.37
FRIENDSVILLE,3,7,12.96
FRIENDSVILLE,4,9,16.67
FRIENDSWOOD,2,96,71.64
FRIENDSWOOD,3,31,23.13
FRIENDSWOOD,4,7,5.22
FRIERSON,4,1,100.0
FRISCO,2,261,64.44
FRISCO,3,35,8.64
FRISCO,4,109,26.91
FRISCO CITY,2,2,100.0
FROMBERG,2,12,100.0
FRONT ROYAL,2,183,86.32
FRONT ROYAL,4,29,13.68
FRONTENAC,2,10,100.0
FROSTBURG,2,36,62.07
FROSTBURG,3,4,6.9
FROSTBURG,4,18,31.03
FROSTPROOF,2,11,50.0
FROSTPROOF,4,11,50.0
FRUIT HEIGHTS,2,24,96.0
FRUIT HEIGHTS,3,1,4.0
FRUITA,2,4,40.0
FRUITA,3,1,10.0
FRUITA,4,5,50.0
FRUITDALE,2,1,100.0
FRUITLAND,2,36,81.82
FRUITLAND,3,3,6.82
FRUITLAND,4,5,11.36
FRUITLAND PARK,2,38,100.0
FRUITPORT,2,5,100.0
FRYBURG,2,1,100.0
FRYEBURG,2,6,75.0
FRYEBURG,4,2,25.0
FT MITCHELL,2,231,81.05
FT MITCHELL,3,36,12.63
FT MITCHELL,4,18,6.32
FT WRIGHT,2,4,100.0
FULDA,2,25,100.0
FULKS RUN,2,7,58.33
FULKS RUN,4,5,41.67
FULLERTON,2,1678,95.67
FULLERTON,3,58,3.31
FULLERTON,4,18,1.03
FULSHEAR,4,1,100.0
FULTON,2,126,72.83
FULTON,3,5,2.89
FULTON,4,42,24.28
FULTONDALE,2,48,90.57
FULTONDALE,3,4,7.55
FULTONDALE,4,1,1.89
FULTONVILLE,1,1,1.02
FULTONVILLE,2,84,85.71
FULTONVILLE,3,5,5.1
FULTONVILLE,4,8,8.16
FUQUAY VARINA,1,1,0.77
FUQUAY VARINA,2,118,90.77
FUQUAY VARINA,3,5,3.85
FUQUAY VARINA,4,6,4.62
GABBS,4,1,100.0
GABLE,2,83,96.51
GABLE,3,1,1.16
GABLE,4,2,2.33
GACKLE,2,4,100.0
GADSDEN,2,49,84.48
GADSDEN,4,9,15.52
GAFFNEY,2,802,96.51
GAFFNEY,3,10,1.2
GAFFNEY,4,19,2.29
GAHANNA,2,2,100.0
GAINES,2,51,100.0
GAINESBORO,2,6,54.55
GAINESBORO,4,5,45.45
GAINESVILLE,1,1,0.05
GAINESVILLE,2,1702,87.87
GAINESVILLE,3,65,3.36
GAINESVILLE,4,169,8.72
GAITHERSBURG,1,8,1.05
GAITHERSBURG,2,543,71.35
GAITHERSBURG,3,105,13.8
GAITHERSBURG,4,105,13.8
GALATA,2,1,100.0
GALAX,2,12,70.59
GALAX,4,5,29.41
GALENA,2,42,61.76
GALENA,3,1,1.47
GALENA,4,25,36.76
GALENA PARK,2,3,100.0
GALES CREEK,1,1,0.76
GALES CREEK,2,122,93.13
GALES CREEK,4,8,6.11
GALES FERRY,2,8,47.06
GALES FERRY,4,9,52.94
GALESBURG,2,102,85.0
GALESBURG,3,9,7.5
GALESBURG,4,9,7.5
GALESVILLE,4,3,100.0
GALETON,2,22,81.48
GALETON,4,5,18.52
GALIEN,4,4,100.0
GALION,2,1,7.14
GALION,4,13,92.86
GALIVANTS FERRY,2,116,97.48
GALIVANTS FERRY,3,1,0.84
GALIVANTS FERRY,4,2,1.68
GALLAGHER,2,63,92.65
GALLAGHER,3,2,2.94
GALLAGHER,4,3,4.41
GALLATIN,2,13,31.71
GALLATIN,4,28,68.29
GALLATIN GATEWAY,2,138,95.17
GALLATIN GATEWAY,4,7,4.83
GALLION,2,5,83.33
GALLION,4,1,16.67
GALLIPOLIS,2,5,55.56
GALLIPOLIS,4,4,44.44
GALLITZIN,2,35,92.11
GALLITZIN,4,3,7.89
GALLOWAY,2,15,55.56
GALLOWAY,3,7,25.93
GALLOWAY,4,5,18.52
GALLUP,2,57,78.08
GALLUP,3,2,2.74
GALLUP,4,14,19.18
GALT,1,17,1.95
GALT,2,820,94.14
GALT,3,17,1.95
GALT,4,17,1.95
GALVA,4,2,100.0
GALVESTON,2,29,64.44
GALVESTON,3,8,17.78
GALVESTON,4,8,17.78
GALWAY,2,51,91.07
GALWAY,4,5,8.93
GAMBIER,4,5,100.0
GAMBRILLS,1,1,1.18
GAMBRILLS,2,40,47.06
GAMBRILLS,3,6,7.06
GAMBRILLS,4,38,44.71
GANADO,2,161,76.67
GANADO,3,5,2.38
GANADO,4,44,20.95
GANDEEVILLE,2,2,66.67
GANDEEVILLE,4,1,33.33
GANSEVOORT,1,9,2.86
GANSEVOORT,2,270,85.71
GANSEVOORT,3,13,4.13
GANSEVOORT,4,23,7.3
GAP,2,119,70.83
GAP,4,49,29.17
GAP MILLS,4,1,100.0
GARBERVILLE,2,195,99.49
GARBERVILLE,3,1,0.51
GARDEN,4,2,100.0
GARDEN CITY,1,1,0.31
GARDEN CITY,2,295,92.48
GARDEN CITY,3,13,4.08
GARDEN CITY,4,10,3.13
GARDEN GROVE,2,2730,95.62
GARDEN GROVE,3,110,3.85
GARDEN GROVE,4,15,0.53
GARDEN PRAIRIE,2,6,46.15
GARDEN PRAIRIE,3,7,53.85
GARDEN VALLEY,2,56,100.0
GARDENA,2,3965,95.18
GARDENA,3,133,3.19
GARDENA,4,68,1.63
GARDENDALE,1,2,2.6
GARDENDALE,2,62,80.52
GARDENDALE,3,5,6.49
GARDENDALE,4,8,10.39
GARDINER,2,223,96.96
GARDINER,3,2,0.87
GARDINER,4,5,2.17
GARDNER,1,1,0.9
GARDNER,2,94,84.68
GARDNER,3,12,10.81
GARDNER,4,4,3.6
GARDNERS,2,33,78.57
GARDNERS,4,9,21.43
GARDNERVILLE,2,59,77.63
GARDNERVILLE,4,17,22.37
GARFIELD,2,86,86.87
GARFIELD,3,5,5.05
GARFIELD,4,8,8.08
GARFIELD HEIGHTS,2,1,100.0
GARIBALDI,2,32,94.12
GARIBALDI,3,2,5.88
GARLAND,2,721,78.28
GARLAND,3,177,19.22
GARLAND,4,23,2.5
GARLAND CITY,4,2,100.0
GARNER,1,74,3.17
GARNER,2,2092,89.52
GARNER,3,97,4.15
GARNER,4,74,3.17
GARNET VALLEY,2,12,100.0
GARNETT,2,26,100.0
GARRETT,2,21,75.0
GARRETT,3,1,3.57
GARRETT,4,6,21.43
GARRETTSVILLE,4,12,100.0
GARRISON,2,179,81.74
GARRISON,3,9,4.11
GARRISON,4,31,14.16
GARRYOWEN,2,20,90.91
GARRYOWEN,3,1,4.55
GARRYOWEN,4,1,4.55
GARVIN,2,46,97.87
GARVIN,3,1,2.13
GARWOOD,2,1,100.0
GARY,1,2,0.26
GARY,2,570,72.98
GARY,3,169,21.64
GARY,4,40,5.12
GARYSBURG,2,44,91.67
GARYSBURG,4,4,8.33
GARYVILLE,1,2,9.09
GARYVILLE,2,14,63.64
GARYVILLE,3,2,9.09
GARYVILLE,4,4,18.18
GAS CITY,2,4,66.67
GAS CITY,3,1,16.67
GAS CITY,4,1,16.67
GASBURG,2,4,44.44
GASBURG,4,5,55.56
GASPORT,2,5,35.71
GASPORT,4,9,64.29
GASQUET,2,174,98.86
GASQUET,4,2,1.14
GASTON,2,593,89.58
GASTON,3,17,2.57
GASTON,4,52,7.85
GASTONIA,1,9,3.85
GASTONIA,2,183,78.21
GASTONIA,3,21,8.97
GASTONIA,4,21,8.97
GATE CITY,2,13,68.42
GATE CITY,3,1,5.26
GATE CITY,4,5,26.32
GATES,1,1,0.54
GATES,2,145,78.8
GATES,3,5,2.72
GATES,4,33,17.93
GATES MILLS,1,2,100.0
GATESVILLE,2,2,100.0
GATEWAY,2,1,100.0
GATLINBURG,4,5,100.0
GATZKE,2,2,100.0
GAUTIER,2,52,92.86
GAUTIER,3,3,5.36
GAUTIER,4,1,1.79
GAY,2,3,18.75
GAY,4,13,81.25
GAYLESVILLE,4,3,100.0
GAYLORD,2,88,95.65
GAYLORD,3,1,1.09
GAYLORD,4,3,3.26
GAYLORDSVILLE,3,1,25.0
GAYLORDSVILLE,4,3,75.0
GAYS MILLS,4,2,100.0
GAZELLE,2,8,100.0
GEDDES,2,1,100.0
GEISMAR,2,3,50.0
GEISMAR,4,3,50.0
GENESEE,2,18,100.0
GENESEO,2,12,60.0
GENESEO,3,1,5.0
GENESEO,4,7,35.0
GENEVA,1,1,1.02
GENEVA,2,76,77.55
GENEVA,3,11,11.22
GENEVA,4,10,10.2
GENOA,2,9,52.94
GENOA,3,1,5.88
GENOA,4,7,41.18
GENOA CITY,4,2,100.0
GENOLA,2,2,100.0
GENTRY,2,4,57.14
GENTRY,3,1,14.29
GENTRY,4,2,28.57
GENTRYVILLE,4,1,100.0
GEORGETOWN,2,610,82.32
GEORGETOWN,3,29,3.91
GEORGETOWN,4,102,13.77
GEORGIANA,2,23,82.14
GEORGIANA,4,5,17.86
GERALDINE,2,7,100.0
GERBER,2,150,100.0
GERLACH,2,1,100.0
GERMANSVILLE,2,1,100.0
GERMANTON,2,5,71.43
GERMANTON,3,2,28.57
GERMANTOWN,1,24,4.97
GERMANTOWN,2,341,70.6
GERMANTOWN,3,50,10.35
GERMANTOWN,4,68,14.08
GERMFASK,4,1,100.0
GERRY,4,1,100.0
GERVAIS,2,267,98.16
GERVAIS,3,3,1.1
GERVAIS,4,2,0.74
GETTYSBURG,1,1,0.32
GETTYSBURG,2,278,87.7
GETTYSBURG,3,5,1.58
GETTYSBURG,4,33,10.41
GETZVILLE,2,4,80.0
GETZVILLE,4,1,20.0
GEYSER,2,11,91.67
GEYSER,4,1,8.33
GEYSERVILLE,1,1,0.72
GEYSERVILLE,2,136,98.55
GEYSERVILLE,4,1,0.72
GHENT,2,71,91.03
GHENT,4,7,8.97
GIBBON,2,15,83.33
GIBBON,3,1,5.56
GIBBON,4,2,11.11
GIBBSBORO,4,1,100.0
GIBBSTOWN,2,31,83.78
GIBBSTOWN,3,3,8.11
GIBBSTOWN,4,3,8.11
GIBSLAND,2,13,76.47
GIBSLAND,4,4,23.53
GIBSON,2,3,75.0
GIBSON,4,1,25.0
GIBSON CITY,4,1,100.0
GIBSONBURG,4,9,100.0
GIBSONIA,2,15,39.47
GIBSONIA,3,12,31.58
GIBSONIA,4,11,28.95
GIBSONTON,1,14,2.44
GIBSONTON,2,515,89.88
GIBSONTON,3,27,4.71
GIBSONTON,4,17,2.97
GIBSONVILLE,2,2,50.0
GIBSONVILLE,3,1,25.0
GIBSONVILLE,4,1,25.0
GIDDINGS,2,2,100.0
GIFFORD,2,3,75.0
GIFFORD,4,1,25.0
GIG HARBOR,1,1,0.39
GIG HARBOR,2,210,81.71
GIG HARBOR,3,18,7.0
GIG HARBOR,4,28,10.89
GIG HARBOR PENINSULA,3,1,100.0
GILA BEND,2,91,77.12
GILA BEND,4,27,22.88
GILBERT,1,26,4.63
GILBERT,2,446,79.36
GILBERT,3,22,3.91
GILBERT,4,68,12.1
GILBERTS,1,1,2.17
GILBERTS,2,26,56.52
GILBERTS,3,19,41.3
GILBERTSVILLE,2,168,87.5
GILBERTSVILLE,3,24,12.5
GILCHRIST,2,395,97.53
GILCHRIST,3,6,1.48
GILCHRIST,4,4,0.99
GILDFORD,2,6,100.0
GILFORD,2,1,33.33
GILFORD,4,2,66.67
GILL,2,3,20.0
GILL,4,12,80.0
GILLETT,2,3,37.5
GILLETT,3,1,12.5
GILLETT,4,4,50.0
GILLETTE,2,19,73.08
GILLETTE,3,3,11.54
GILLETTE,4,4,15.38
GILLHAM,2,1,100.0
GILLIAM,2,1,100.0
GILLSVILLE,2,3,42.86
GILLSVILLE,4,4,57.14
GILMAN,2,4,80.0
GILMAN,3,1,20.0
GILMER,2,4,80.0
GILMER,4,1,20.0
GILMORE,2,21,95.45
GILMORE,4,1,4.55
GILROY,1,34,1.88
GILROY,2,1696,93.6
GILROY,3,33,1.82
GILROY,4,49,2.7
GILSUM,2,2,100.0
GILTNER,2,9,81.82
GILTNER,4,2,18.18
GIRARD,1,3,3.37
GIRARD,2,58,65.17
GIRARD,3,5,5.62
GIRARD,4,23,25.84
GLADE HILL,2,8,47.06
GLADE HILL,4,9,52.94
GLADE SPRING,2,106,91.38
GLADE SPRING,3,2,1.72
GLADE SPRING,4,8,6.9
GLADES,2,1,100.0
GLADSTONE,1,1,0.45
GLADSTONE,2,192,86.49
GLADSTONE,3,8,3.6
GLADSTONE,4,21,9.46
GLADWIN,4,4,100.0
GLADWYNE,1,1,0.44
GLADWYNE,2,217,96.02
GLADWYNE,3,7,3.1
GLADWYNE,4,1,0.44
GLADYS,2,6,33.33
GLADYS,4,12,66.67
GLASGOW,2,140,85.37
GLASGOW,3,1,0.61
GLASGOW,4,23,14.02
GLASSBORO,2,26,61.9
GLASSBORO,3,3,7.14
GLASSBORO,4,13,30.95
GLASSPORT,2,1,100.0
GLASTONBURY,2,100,90.09
GLASTONBURY,3,4,3.6
GLASTONBURY,4,7,6.31
GLEASON,4,1,100.0
GLEN,2,1,100.0
GLEN ALLEN,1,44,3.21
GLEN ALLEN,2,1287,93.94
GLEN ALLEN,3,21,1.53
GLEN ALLEN,4,18,1.31
GLEN ARBOR,4,1,100.0
GLEN ARM,2,2,40.0
GLEN ARM,3,1,20.0
GLEN ARM,4,2,40.0
GLEN AUBREY,2,4,80.0
GLEN AUBREY,4,1,20.0
GLEN BURNIE,1,1,0.11
GLEN BURNIE,2,646,72.5
GLEN BURNIE,3,117,13.13
GLEN BURNIE,4,127,14.25
GLEN CAMPBELL,2,11,73.33
GLEN CAMPBELL,4,4,26.67
GLEN CARBON,2,12,70.59
GLEN CARBON,3,1,5.88
GLEN CARBON,4,4,23.53
GLEN COVE,2,2,100.0
GLEN ECHO,2,10,71.43
GLEN ECHO,3,2,14.29
GLEN ECHO,4,2,14.29
GLEN ELLEN,1,2,1.4
GLEN ELLEN,2,140,97.9
GLEN ELLEN,3,1,0.7
GLEN ELLYN,2,150,61.22
GLEN ELLYN,3,88,35.92
GLEN ELLYN,4,7,2.86
GLEN FLORA,4,1,100.0
GLEN GARDNER,2,3,27.27
GLEN GARDNER,4,8,72.73
GLEN HEAD,2,10,40.0
GLEN HEAD,4,15,60.0
GLEN HOPE,2,3,75.0
GLEN HOPE,4,1,25.0
GLEN LYN,2,3,100.0
GLEN LYON,2,1,100.0
GLEN MILLS,2,84,86.6
GLEN MILLS,3,4,4.12
GLEN MILLS,4,9,9.28
GLEN MORGAN,2,5,100.0
GLEN OAKS,2,11,68.75
GLEN OAKS,3,1,6.25
GLEN OAKS,4,4,25.0
GLEN RICHEY,2,1,100.0
GLEN RIDGE,2,2,100.0
GLEN ROCK,1,1,0.66
GLEN ROCK,2,128,84.77
GLEN ROCK,3,8,5.3
GLEN ROCK,4,14,9.27
GLEN SAINT MARY,1,8,5.84
